Hotel,Liked,Disliked,Score
La Casa Primorsko,The hotel was beautiful! It was all clean and comfortable. The sea view was amazing. We're back there next year! 😉,,10.0
La Casa Primorsko,"The house offers a beautiful view of the sea. There are no late-night pubs or bars that can make music. At least for the moment, there's a whole new street with free parking spaces. The beach is close by and there are also convenient dining options by the sea.",The outer blinds are broken (or at least I can't lower them) and the east bedroom is warmed by the sun at 6 o'clock.,10.0
La Casa Primorsko,"The location, quiet and close to everything. Clean, cozy and with a spectacular view.",Parking lot.,9.0
La Casa Primorsko,"Conveniently located and offering a nice view of the sea, there are free parking spaces nearby. Control of access to the site..It is close to the North Beach, and there are plenty of dining and shopping opportunities nearby..At check-in, there was a problem with the air conditioning in one room, which was removed within normal limits.","There were some things missing like broom, brush, shovel or the like for self-cleaning in the rooms, but we're at the sea with the kids and  there's supposed to be sand to collect after we go in. There are quick cleaning facilities at the entrance, but the sand is still imported into the rooms and we cannot ask the staff to clean every time you enter.",9.0
La Casa Primorsko,"The hotel is located on a cape. From the balcony you can see the northern beach, which is great. Fresh air always! Plus, if you can see big waves from the north, then you need to go to the south beach. The manager is very caring and kind, helped with any questions. Room cleaning constantly. In the hotel itself, there are a lot of paintings on the stairs, works by various Bulgarian masters, you go up to the 5th floor and everything is hung, you can constantly admire. 5-10 minutes walk to the center, many restaurants along the way, and shops. Nearby there is a children's park with slides and swings.","Bathroom is cramped. I would like a sink with a countertop to arrange all sorts of things, there is only a small shelf under the mirror.",10.0
La Casa Primorsko,"The most beautiful view of the sea! The stunning atmosphere is created by the works of art, with its numerous paintings and statues, creating the feeling of a trip to an art gallery combined with the natural beautiful sea landscape! A very gracious host!",It would be nice to have a coffee machine so that you can start the day with a cup of aromatic coffee on the terrace above the sea!,9.0
La Casa Primorsko,"Unique views of the bay, a location just a few steps from the beach and the seaside promenade. The manager has been extremely helpful and has offered us a higher-class apartment for our stay. Thank you, sir.","In a strong wind, you get a whirl in the final apartments, but if you're a fan of the extras, you'll appreciate the proximity of the sea in dignity. Apartments do not offer breakfast, so you can also put a coffee machine in the otherwise well-equipped kitchen area, as well as a water kettle.",10.0
La Casa Primorsko,"A very romantic spot with a unique location, with a wonderful view of the sea, with great paintings and beautiful pink arches! We were set up in a two-bedroom, two-bathroom apartment, a great treat for a vain teenager and a great comfort for all of us, especially after the beach!",,10.0
La Casa Primorsko,"We loved it. Our whole family loved it. The views from both terraces were great. Everything was clean and comfortable. The sea is literally in front of the hotel, while the beach is 300 metres away.",,10.0
La Casa Primorsko,Beautiful view from the top of the cliff. The interior furniture is exceptional. The many beautiful paintings and statues on the corridors and stairs can make you look at them for hours. It's a beautiful thing. Very comfortable apartment. The hosts are available at any time.  Thank you for a wonderful vacation.,Everything was wonderful.,10.0
La Casa Primorsko,"The location is perfect, minutes from the beach.Beautiful place with beautiful sea views.",,10.0
La Casa Primorsko,"Clean and pleasant, with a nice view of the sea",,9.2
La Casa Primorsko,"Great location - close to the centre, walking distance to the beach, while being isolated from the usual resort discord.",,7.9
La Casa Primorsko,"The pillows were good bedrooms, comfortable rooms, bright and clean bathrooms, also at the level of sheets and towels, clean again. I would visit.",Kitchen towels and a hairdryer. Bathroom amenities.,9.6
La Casa Primorsko,location,the fact that there is no elevator for the upper floors.,9.6
La Casa Primorsko,,"The problem throughout Primorsko and that is parking. More accommodation is being built, but parking does not solve it.",8.3
La Casa Primorsko,"The house is located on the promenade and our apartment has a sea view. It feels so good! The apartment was nicely furnished with everything you need, kept clean. The host was helpful and very kind. The house is full of amazing paintings by Bulgarian artists, as well as small statues and antiques.",,10.0
La Casa Primorsko,"View ok, quiet, close to everything","In general, everything is ok, maybe the equipment could use a brush and maybe more kitchen equipment",8.3
La Casa Primorsko,"The location right on the sea and the view of the sea.spacious and well designed apartment, enough space.Balcony with sea view.Proximity to many restaurants.Room service that cleaned if you wanted to use it, fresh towels",A washing machine would have been an advantage,10.0
La Casa Primorsko,"The apartment is large enough for a family of 4. There are 2 bathrooms, which is a great comfort after the beach.","It would be nice if they started serving breakfast and coffee/cappuccino. There are many bakeries in the area (pasta snacks), but the pickle is very low.",9.6
