,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
81,81,Sofia Palace Hotel by HMG,Location near to the center..,"Some obsolete equipment, problems in bathroom..",8.0,"Location near to the center.. Some obsolete equipment, problems in bathroom.."
82,82,Sofia Palace Hotel by HMG,Comfortability.,Brakefest beet poor.,9.0,Comfortability. Brakefest beet poor.
83,83,Sofia Palace Hotel by HMG,"The hotel has perfect location, just few minutes to Sofia city center. Bed was really comfortable especially pillows. The room was clean and we had everything we needed for nice stay. We enjoyed hotel restaurant, the food was really delicious..","Breakfast could use more diversity. The food was good, but we stayed there for 3 days and there was the same choices everyday. As my wife is gluten intolerant there was almost nothing for her at all..It would be really useful to inform guests in advance about the necessity of booking a parking spot. But after all the receptionost was really helpful to solve it and everything was just fine..",9.0,"The hotel has perfect location, just few minutes to Sofia city center. Bed was really comfortable especially pillows. The room was clean and we had everything we needed for nice stay. We enjoyed hotel restaurant, the food was really delicious.. Breakfast could use more diversity. The food was good, but we stayed there for 3 days and there was the same choices everyday. As my wife is gluten intolerant there was almost nothing for her at all..It would be really useful to inform guests in advance about the necessity of booking a parking spot. But after all the receptionost was really helpful to solve it and everything was just fine.."
84,84,Sofia Palace Hotel by HMG,Within walking distance from most attractions..,"The shower leaked all over the bathroom floor but other than that, everything was great!.",7.0,"Within walking distance from most attractions.. The shower leaked all over the bathroom floor but other than that, everything was great!."
85,85,Sofia Palace Hotel by HMG,"Good hotel, nice staff, great breakfast. The room was quiet and clean. .The reception guys shown me a ""free"" parking space in front of the hotel and they worn me starting with 8:30 police can come..","Very difficult to find the hotel and almost impossible to reach it. It is between some towers building plants, at the end of a little street starting with a ""No entry"" sign. Waze was completely useless..",9.0,"Good hotel, nice staff, great breakfast. The room was quiet and clean. .The reception guys shown me a ""free"" parking space in front of the hotel and they worn me starting with 8:30 police can come.. Very difficult to find the hotel and almost impossible to reach it. It is between some towers building plants, at the end of a little street starting with a ""No entry"" sign. Waze was completely useless.."
86,86,Sofia Palace Hotel by HMG,All was perfect for our one-night stay except for the sofa bed..,The sofa bed for the third person was pretty uncomfortable..,8.0,All was perfect for our one-night stay except for the sofa bed.. The sofa bed for the third person was pretty uncomfortable..
87,87,Sofia Palace Hotel by HMG,"Good location, very friendly staff..",None.,9.0,"Good location, very friendly staff.. None."
88,88,Sofia Palace Hotel by HMG,Perfect location. Clean rooms. Friendly staff. Easy access to the hotel..,None. Everything was perfect..,9.0,Perfect location. Clean rooms. Friendly staff. Easy access to the hotel.. None. Everything was perfect..
89,89,Sofia Palace Hotel by HMG,"good sized nice room, great bed, central location.",,9.0,"good sized nice room, great bed, central location. "
90,90,Sofia Palace Hotel by HMG,The location is great. However they only have 5 parking spots so you have to book one in advance. The room was clean. The restaurant is good..,"The room and bathroom were VERY small. The hot water is coming from the city's central system. During my stay it stopped for a few hours, until their back up boiler became operational. . The staff unfriendly..Check out was at 12.00. At 12.01 they called to tell us to free the room..",7.0,"The location is great. However they only have 5 parking spots so you have to book one in advance. The room was clean. The restaurant is good.. The room and bathroom were VERY small. The hot water is coming from the city's central system. During my stay it stopped for a few hours, until their back up boiler became operational. . The staff unfriendly..Check out was at 12.00. At 12.01 they called to tell us to free the room.."
91,91,Sofia Palace Hotel by HMG,"Location, staff, room.",Breakfast.,8.0,"Location, staff, room. Breakfast."
92,92,Sofia Palace Hotel by HMG,"Great location, well prepared breakfast, helpful reception.","Nobody wearing a mask, everybody should wear a mask indoor, pandemic still ongoing, wearing a mask should be mandatory inside the hotel, cleaning staff- breakfast chef’s nobody wearing a mask inside.",8.0,"Great location, well prepared breakfast, helpful reception. Nobody wearing a mask, everybody should wear a mask indoor, pandemic still ongoing, wearing a mask should be mandatory inside the hotel, cleaning staff- breakfast chef’s nobody wearing a mask inside."
93,93,Sofia Palace Hotel by HMG,"Very nice modern hotel, good location. Comfortable bed and nice bathroom with bath..Excellent self service breakfast..",Limited parking below hotel but secure. It’s 20 lev a day and make sure you reserve a space!.,9.0,"Very nice modern hotel, good location. Comfortable bed and nice bathroom with bath..Excellent self service breakfast.. Limited parking below hotel but secure. It’s 20 lev a day and make sure you reserve a space!."
94,94,Sofia Palace Hotel by HMG,"Property is clean and near to center,good breakfast.",,8.0,"Property is clean and near to center,good breakfast. "
95,95,Sofia Palace Hotel by HMG,location.,leaking shower.fitness room from 80's with half of the equipment not working and no AC.,8.0,location. leaking shower.fitness room from 80's with half of the equipment not working and no AC.
