Hotel,Liked,Disliked,Score
Hotel Jägerhof,"Super hotel, clean, comfortable, peaceful, friendly staff. The best part is, they let our little dog in under 10 pounds. If they bet that we can get a dog up to 10 pounds, we'll be regular customers when we're in Plovdiv. Congratulations on the design of the rooms.",,10.0
Hotel Jägerhof,"It's a beautiful hotel! Very nice and professional staff. They were wearing masks, and there was an automatic disinfectant dispenser, which is very important to me under Code-19 conditions. I felt safe. .The room was spacious, clean, well-lit and warm. The bed, comfortable, provides a good, restful sleep. The presence of compliments to guests - two complimentary bottles of water, tea and coffee - also appreciated as a gesture of attention to us. WiFi - good speed. The bathroom has plenty of toiletries, as well as towels that were soft and pleasant. There's an iron and an iron in the closet, which is also a plus. I appreciate and welcome the fact that this hotel is anti-smoking and is prohibited everywhere. .I'm glad I found it, and as of today, it's in my priority hotels when I'm staying in Plovdiv. I recommend it!","I was on a business trip, and I couldn't find a shaving kit in the bathroom (razor with a beard gel), and there was no toothpaste and toothbrush. Which for a man with limited time, would be a great plus. I hope that this will be taken into account by management and these two whales will be added. .Advice to interior designer - please set a small threshold between shower and bathroom floor, which is splashed out and not pleasant to be put on wet floor. .I recommend that we put disinfectant dispensers on the floor as well, in relation to Codeed..I didn't have time to use the gym, but I'd love to have a vertical solarium, which I'd love to visit..Except for those benevolent notes, everything else is on the level.",10.0
Hotel Jägerhof,,Room service is slow. I got some cold coffee.,10.0
Hotel Jägerhof,"Breakfast was fantastic, delicious and served and all the safety rules were followed.","I have nothing to add if it wasn't for sure my stay would have been even more enjoyable, but it's not up to the hotel or guests. I wish you to keep your high levels and have a very happy customer!",10.0
Hotel Jägerhof,Very stylish and high quality furnishings. Big rooms/Apartments.Really friendly staff - all around a successful stay,,10.0
Hotel Jägerhof,It's a beautiful hotel! Everything is done with great taste and thought. The breakfast restaurant and the lobby bar are modern and cosy. The staff is smiling and helpful.,,10.0
Hotel Jägerhof,"Very modern, clean, cozy. Great service-- smiling and friendly staff. The food and drinks were excellent, too.",,10.0
Hotel Jägerhof,"The hotel is very high! .Furnished with comfortable mattresses, a wide bathroom, carpeted floors in the rooms and the hallway, making it very cosy. Room service from Bulgaria's best brasserie, the Jagerhof beer hall, is also available just a short walk from the hotel!.Breakfast was delicious! .The Lobby Bar offers an extensive menu of all kinds of drinks to suit everyone, as well as unique cocktails that are not to be missed when you visit! .I'll definitely visit again!",,10.0
Hotel Jägerhof,"Great hotel, cosy rooms, modern lobby bar, large and well-equipped Probably the best hotel in Plovdiv!",,10.0
Hotel Jägerhof,"A very nice hotel that scores with many small details. From the friendly reception to room service, everything is just perfect. You have to highlight the rich breakfast. If you want to spend the evening near the hotel you can do so in the equally beautiful brewery Jägerhof.",,8.0
Hotel Jägerhof,"The staff very friendly The gym is well equipped The room is large, beautiful as is the bathroom, very nice..The proximity of the Aqualand 😅","We knew this, the hotel is a bit far from the center but the front desk can call a taxi to take you there for about 5 leva Breakfast is good but don't turn it off. Nothing exceptional.",8.0
Hotel Jägerhof,"Standard breakfast,",,5.0
Hotel Jägerhof,"The hotel itself is impeccable - spacious rooms, beautifully furnished and definitely cosy.","I had chosen a room without breakfast, and in the morning I decided to take the French breakfast with croissants. And to my surprise, they gave me three tiny little croissants, which, put together, maybe came close to the size of a normal croissant. In addition, there were 2 pieces of goat cheese, 3 thin slices of emental (or similar cheese), one sliced into 4 strawberries and 2 grapes. I'm not cheap, but when I pay £15 for breakfast I expect to eat. What I got was a half-empty plate that might be enough for some lady who's got a waist, but I'm hungry! It ruined my otherwise excellent impression of the hotel itself.",8.0
Hotel Jägerhof,,Extra uncomfortable (hard) mattress. - Uncomfortable pillows..We couldn't sleep all night.,8.0
Hotel Jägerhof,"The location is great, the environment and the atmosphere! The rooms are extremely clean and well-insulated, the hotel is great in general, we're completely unnoticed!","The staff is extremely insufficient for the number of guests that have been accommodated! We've had a lot of unpleasant situations, like slowing down food in the restaurant, waiting for a waiter to serve us, forgetting certain orders. Besides, we had a dinner reservation for the festive dinner on February 13th, and when we came down to the restaurant, we didn't have a reservation, the hostess tried to accommodate us in the lobby bar for dinner, and after a clear discontent from our scary restaurant, she found us a table in the restaurant... the dinner went rather heavy, we had to get our cutlery, the oil truck, the ice, the corkscrew, the corkscrew, because they left the food was open because they left us... The next day, it snowed and nobody thought to clean up, even just outside the front door. We had to pull our suitcases in the snow, the tiles were slippery, and consequently our targets got wet, and so did our luggage. We made a note on the spot.",7.0
Hotel Jägerhof,Comfortable and high quality,Food and beverages,9.0
Hotel Jägerhof,The hotel is near perfect,Food and beverage,9.0
Hotel Jägerhof,The spectacular room,I liked everything. Great hotel.,10.0
Hotel Jägerhof,"The room was great and the breakfast was excellent. I was thrilled with the overall concept, catering also very top class.",I think you would have to search for long and hard to find something to complain about. It was perfect. Hotel looks very new and of high quality.,10.0
Hotel Jägerhof,All right.,,10.0
Hotel Jägerhof,Perfect to the smallest detail.Very good breakfast!,,10.0
Hotel Jägerhof,A beautiful hotel with attention to the smallest detail. I'll visit him again as soon as I can!,,10.0
Hotel Jägerhof,The hotel is beautiful both in design and in comfort. The staff is very friendly and actively assists us in spending a perfect weekend in Plovdiv. - Thank you. - Thank you.,,10.0
Hotel Jägerhof,The hotel is beautiful. The building is new and clean. I'd say it's the most beautiful hotel in Plovdiv. The reception staff have been friendly and helpful. Rooms are very spacious and well decorated.,"Breakfast was a failure. The choices are so slim, the staff were reluctant. There was a gap between the pay and the offer.",9.0
Hotel Jägerhof,The location is calm and peaceful. The hotel is very comfortable. Staff do their best for guests.,I didn't see anything negative.,10.0
Hotel Jägerhof,Great hotel! .Rooms are large and cosy..A delicious and rich breakfast and free parking are available. I loved it!,,10.0
Plovdiv City Center Hotel,Everything was good. Perfect room and location..,,10.0
Plovdiv City Center Hotel,,.Disliked  · Said it was with a terace but is wasnt.,9.0
Plovdiv City Center Hotel,,".Disliked  · Very noisy during the day, loud music in the corridor..",9.0
Plovdiv City Center Hotel,"very clean, with polite staff. the bestvrhing is that you can book, pay and use without any interaction with people.","no elevator, only stairs, but since this is a renovated historical building, it is to be expected.",10.0
