,Unnamed: 0,Unnamed: 0.1,Hotel,Liked,Disliked,Score,Combined comment
40,45,45,Festa Panorama Hotel,"The hotel is amazing, extremely clean from all points -rooms, restaurant, facilities - all spotless and perfect. Stuff is amazing and care about their guests and needs. They gave us our favourite room, early check in, very polite and efficient. Front office, Housekeeping, pool, restaurant stuff, animation team, they all speak English and most common Eastern European languages. Love children even when they are not in their mood, as kids are fussy and preferential, but the team has great entertainers and most important all very safety and friendly. Security and concierge does their job very high standards for the security and safety of all guests and children can confident stay in their own on the pool so parents can relax at the bar. All is taken care. Central and wonderful hotel, deserve to be 5 star. Front office manager Gergana and receptionist all professional and really nice and lovely people, forgot the name of the girl who checked us in and out, something with H. We are making arrangements to go back next summer again..",Everything is perfect and shiny from all angles..,10.0,"The hotel is amazing, extremely clean from all points -rooms, restaurant, facilities - all spotless and perfect. Stuff is amazing and care about their guests and needs. They gave us our favourite room, early check in, very polite and efficient. Front office, Housekeeping, pool, restaurant stuff, animation team, they all speak English and most common Eastern European languages. Love children even when they are not in their mood, as kids are fussy and preferential, but the team has great entertainers and most important all very safety and friendly. Security and concierge does their job very high standards for the security and safety of all guests and children can confident stay in their own on the pool so parents can relax at the bar. All is taken care. Central and wonderful hotel, deserve to be 5 star. Front office manager Gergana and receptionist all professional and really nice and lovely people, forgot the name of the girl who checked us in and out, something with H. We are making arrangements to go back next summer again.. Everything is perfect and shiny from all angles.."
41,46,46,Festa Panorama Hotel,Everything.,,10.0,Everything. 
42,47,47,Festa Panorama Hotel,everything.,,10.0,everything. 
43,48,48,Festa Panorama Hotel,The food.,I enjoyed the stay.,10.0,The food. I enjoyed the stay.
44,49,49,Festa Panorama Hotel,We had an amazing stay and would definitely recommend this hotel to anyone looking for a place to stay in Nessebar. The location is great. Very clean and welcoming. Food was delicious. The staff was very kind and friendly..,Everything was OK and even better than we expected..,10.0,We had an amazing stay and would definitely recommend this hotel to anyone looking for a place to stay in Nessebar. The location is great. Very clean and welcoming. Food was delicious. The staff was very kind and friendly.. Everything was OK and even better than we expected..
45,51,51,Festa Panorama Hotel,the staff is very friendly.,,10.0,the staff is very friendly. 
46,52,52,Festa Panorama Hotel,Tony the Barperson.,Too far away from everything.,4.0,Tony the Barperson. Too far away from everything.
47,53,53,Festa Panorama Hotel,Good location for families! The beach is nearby. The breakfast was diversified. Children loved the pool!.,,10.0,Good location for families! The beach is nearby. The breakfast was diversified. Children loved the pool!. 
48,54,54,Festa Panorama Hotel,Lovely Brilliant Service.,,10.0,Lovely Brilliant Service. 
49,55,55,Festa Panorama Hotel,The hotel is good for families..,,8.0,The hotel is good for families.. 
50,56,56,Festa Panorama Hotel,The location is perfect and the sea view.,,8.0,The location is perfect and the sea view. 
51,57,57,Festa Panorama Hotel,"location, food, facilities were all outstanding with very attentive staff to all of our needs above and beyond our expectations!.",,10.0,"location, food, facilities were all outstanding with very attentive staff to all of our needs above and beyond our expectations!. "
52,58,58,Festa Panorama Hotel,"Everything, fast WiFi, tasty dishes, amazing vew from a room ( sea vew).",,10.0,"Everything, fast WiFi, tasty dishes, amazing vew from a room ( sea vew). "
53,60,60,Festa Panorama Hotel,"The location was really optimal to visit ancient Nesebar. Long beach walks are also possible, beach very close. Very good beds and rooms were certainly fine.","Pool bar did not offer what was in the service skins (drink was there, a hard to chew sandwich or dried croissant and not pizza, hamburger or hot dog Ed). Smoking was allowed in the outdoor area of the restaurant which was not pleasant for many. Beer was poured in a glass but the wine in plastic! The food in itself was good, only the combinations to make did not make sense. Covid rules were not respected by visitors and not pointed out by the staff.",7.0,"The location was really optimal to visit ancient Nesebar. Long beach walks are also possible, beach very close. Very good beds and rooms were certainly fine. Pool bar did not offer what was in the service skins (drink was there, a hard to chew sandwich or dried croissant and not pizza, hamburger or hot dog Ed). Smoking was allowed in the outdoor area of the restaurant which was not pleasant for many. Beer was poured in a glass but the wine in plastic! The food in itself was good, only the combinations to make did not make sense. Covid rules were not respected by visitors and not pointed out by the staff."
