,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
83,83,Hotel Anna-Kristina,the breakfast was good and enough rich!.Location good for me as i like so much Danube river.,,9.0,the breakfast was good and enough rich!.Location good for me as i like so much Danube river. 
84,84,Hotel Anna-Kristina,Great.,The shower does not have glass so the bathroom is flooded each time we showered..,9.0,Great. The shower does not have glass so the bathroom is flooded each time we showered..
85,85,Hotel Anna-Kristina,I thing one of the best location in town. Evening walk with my dog along Danube river nearby was excellent. Restaurant well equiped by Bulgarian wine..,WiFi signal wasn't so good..,10.0,I thing one of the best location in town. Evening walk with my dog along Danube river nearby was excellent. Restaurant well equiped by Bulgarian wine.. WiFi signal wasn't so good..
86,86,Hotel Anna-Kristina,Great location on Danube river.,Breakfast sad.Poor internet in room 27.,8.0,Great location on Danube river. Breakfast sad.Poor internet in room 27.
87,87,Hotel Anna-Kristina,"The lady at the reception was very kind,she explained to us about the hotel building history and gave us tips to where we can go in the city.The building is amazing ,the design is unique as it was a turkish bath before times..The location is amazing its in the park very close to city center and its right next to Dunav river..",WiFi was disconnecting every 5 minutes and the connection speed was not the best..The water in the bathroom was not very hot and the pressure was awful..The waiter at the breakfast buffet wasn't payign attention and never refilled the milk or any other food/drink on the buffet.,8.0,"The lady at the reception was very kind,she explained to us about the hotel building history and gave us tips to where we can go in the city.The building is amazing ,the design is unique as it was a turkish bath before times..The location is amazing its in the park very close to city center and its right next to Dunav river.. WiFi was disconnecting every 5 minutes and the connection speed was not the best..The water in the bathroom was not very hot and the pressure was awful..The waiter at the breakfast buffet wasn't payign attention and never refilled the milk or any other food/drink on the buffet."
88,88,Hotel Anna-Kristina,"A beautiful hotel. The lobby was amazing. The room was quite comfortable, and it was a very quiet location. The breakfast was wonderful. A great selection and many hot choices of food. The parking was on the property which is very nice.  A nice stay.",,9.0,"A beautiful hotel. The lobby was amazing. The room was quite comfortable, and it was a very quiet location. The breakfast was wonderful. A great selection and many hot choices of food. The parking was on the property which is very nice.  A nice stay. "
89,89,Hotel Anna-Kristina,"Very friendly staff, excellent atmosphere. Excellent location next to the city park and the river..",,10.0,"Very friendly staff, excellent atmosphere. Excellent location next to the city park and the river.. "
90,90,Hotel Anna-Kristina,"Original design, h.igh ceilings, friendly and helpful staff!.","Beautiful building with space. Unfortunately, Old building ris equipped with very smelly and leaky bathrooms across the building. Made me sick to my stomach every time to open the bathroom door.  The heating in my room didn't work and the staff put electric heater upon request..",3.0,"Original design, h.igh ceilings, friendly and helpful staff!. Beautiful building with space. Unfortunately, Old building ris equipped with very smelly and leaky bathrooms across the building. Made me sick to my stomach every time to open the bathroom door.  The heating in my room didn't work and the staff put electric heater upon request.."
91,91,Hotel Anna-Kristina,The bed was confortable.,"It was expensive,.The breakfast poor.The staff invisible.",5.0,"The bed was confortable. It was expensive,.The breakfast poor.The staff invisible."
92,92,Hotel Anna-Kristina,Location.,Wi if very poor ..food n restaurant also very poor..all in all not good value.,6.0,Location. Wi if very poor ..food n restaurant also very poor..all in all not good value.
93,93,Hotel Anna-Kristina,"The hotel has a great location. The rooms were clean and comfortably furnished, the people at the reception desk were polite and accommodating..","Even though the people at the reception desk were polite, I cannot say the same for the people at the restaurant. They bring you what you ask for but there is no ""good morning"", no basic civilities. Breakfast is definitely on the cheap end, with food staying in the hot weather for hours. Perhaps the most problematic is that in the rooms they have a list of all the Covid measures they claim to take, but in reality they do not observe them (apart perhaps from the room cleaning). They also have a price list for the mini bar in the room, listing multiple items, but in reality there is just two water bottles. They have a beautiful pool area but it was not particularly clean. Overall, I expected more from what is supposed to be the best hotel in Vidin..",6.0,"The hotel has a great location. The rooms were clean and comfortably furnished, the people at the reception desk were polite and accommodating.. Even though the people at the reception desk were polite, I cannot say the same for the people at the restaurant. They bring you what you ask for but there is no ""good morning"", no basic civilities. Breakfast is definitely on the cheap end, with food staying in the hot weather for hours. Perhaps the most problematic is that in the rooms they have a list of all the Covid measures they claim to take, but in reality they do not observe them (apart perhaps from the room cleaning). They also have a price list for the mini bar in the room, listing multiple items, but in reality there is just two water bottles. They have a beautiful pool area but it was not particularly clean. Overall, I expected more from what is supposed to be the best hotel in Vidin.."
94,94,Hotel Anna-Kristina,Good location. Quiet. Comfortable..Parking on site..,,7.0,Good location. Quiet. Comfortable..Parking on site.. 
95,95,Hotel Anna-Kristina,,.Disliked  · We were not allowed to use the hotel’s amenities (swimming pool) past checkout time with the only explanation being that it’s the “hotel’s policy and it’s normal.” I have stayed in many hotels across multiple countries/continents and can say with confidence that this is far from normal. The customer service was absolutely atrocious and I will not be staying here again..,1.0, .Disliked  · We were not allowed to use the hotel’s amenities (swimming pool) past checkout time with the only explanation being that it’s the “hotel’s policy and it’s normal.” I have stayed in many hotels across multiple countries/continents and can say with confidence that this is far from normal. The customer service was absolutely atrocious and I will not be staying here again..
