,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
1055,1382,Къща за гости ДаРая,"The location, the beds are comfortable, the house is tidy.","Great location, but no parking. During holidays and weekends parking is difficult and there is a need to look for a spot on the neighbouring streets. Communicating with the owner is good. It might be a cleaner idea. There's a lot of dust on the fridge and on the kitchen cabinets.",8.0,"The location, the beds are comfortable, the house is tidy. Great location, but no parking. During holidays and weekends parking is difficult and there is a need to look for a spot on the neighbouring streets. Communicating with the owner is good. It might be a cleaner idea. There's a lot of dust on the fridge and on the kitchen cabinets."
1056,1383,Къща за гости ДаРая,"Great location in the center of Veliko Tarnovo, modern, clean, spacious and comfortable, air conditioned and with a beautiful patio. A great stay.",,10.0,"Great location in the center of Veliko Tarnovo, modern, clean, spacious and comfortable, air conditioned and with a beautiful patio. A great stay. "
1057,1384,Къща за гости ДаРая,"Great guesthouse with garden, very central, the owner, whom I could not meet gave us good directions to get to the house. Thank you","Nothing, everything was perfect.",10.0,"Great guesthouse with garden, very central, the owner, whom I could not meet gave us good directions to get to the house. Thank you Nothing, everything was perfect."
1058,1385,Къща за гости ДаРая,"The location is great, the rooms are comfortable and clean, the attitude was wonderful! Surely, for another visit to Veliko Tarnovo, I would choose the Guest House Daya again.",,10.0,"The location is great, the rooms are comfortable and clean, the attitude was wonderful! Surely, for another visit to Veliko Tarnovo, I would choose the Guest House Daya again. "
1059,1386,Къща за гости ДаРая,"Great treatment and attention to guests, clean and equipped with everything you need. The location is excellent! We'd love to visit again!",,10.0,"Great treatment and attention to guests, clean and equipped with everything you need. The location is excellent! We'd love to visit again! "
1060,1387,Къща за гости ДаРая,"Great guesthouse! The hostess was very nice, Top Location in the centre of Veliko Tarnovo, the rooms were very clean, each with air conditioning and everything you need. The common room is very well equipped and comfortable. Thanks for your hospitality, we'll be back for sure.)",,10.0,"Great guesthouse! The hostess was very nice, Top Location in the centre of Veliko Tarnovo, the rooms were very clean, each with air conditioning and everything you need. The common room is very well equipped and comfortable. Thanks for your hospitality, we'll be back for sure.) "
1061,1388,Къща за гости ДаРая,"Spaciousness, price, quality, garden.  .All very well",Any,10.0,"Spaciousness, price, quality, garden.  .All very well Any"
1062,1389,Къща за гости ДаРая,quiet and peaceful location with a garden in the centre,,9.0,quiet and peaceful location with a garden in the centre 
1063,1390,Къща за гости ДаРая,Everything was above expectations. The inner courtyard with terrace was wonderful. Everything was clean and tastefully arranged.,,10.0,Everything was above expectations. The inner courtyard with terrace was wonderful. Everything was clean and tastefully arranged. 
1064,1391,Къща за гости ДаРая,Everything is top!! I recommend it ++,"Just a suggestion: I know it's done little in Bulagrie, but a shower curtain would avoid wetting the whole bathroom...",10.0,"Everything is top!! I recommend it ++ Just a suggestion: I know it's done little in Bulagrie, but a shower curtain would avoid wetting the whole bathroom..."
1065,1392,Къща за гости ДаРая,"Lovely courtyard, quiet location, new furniture, easy communication with the hosts.","At first, when I booked the apartment, I didn't see any mention of the bathrooms being shared, so if there were other guests, it would cause some inconvenience. I would recommend that you mark that.",9.0,"Lovely courtyard, quiet location, new furniture, easy communication with the hosts. At first, when I booked the apartment, I didn't see any mention of the bathrooms being shared, so if there were other guests, it would cause some inconvenience. I would recommend that you mark that."
